,stock,Date,avg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,index,prev_label,prev_rate
0,AAL,20211208,0.15279473684210526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AAL,True,0.0190050399210534
1,AAPL,20211208,0.1028499077490775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AAPL,True,0.0227830898594565
2,ADBE,20211208,0.21053000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ADBE,True,0.0048309949952788
3,ADP,20211208,-0.0044399999999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ADP,False,-0.0035299698627078
4,ADSK,20211208,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ADSK,False,-0.0014817623564201
5,AKAM,20211208,0.3372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AKAM,False,-0.0021376847861904
6,AMAT,20211208,0.017154545454545464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AMAT,True,0.0025495181212344
7,AMGN,20211208,0.0086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AMGN,True,0.0104580322661423
8,ATVI,20211208,0.1814689655172414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ATVI,True,0.0085077419789937
9,AVGO,20211208,0.14243333333333336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AVGO,False,-0.0031165765233408
10,BBBY,20211208,0.1290666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BBBY,True,0.0041797244648461
11,BIDU,20211208,-0.024966666666666668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BIDU,False,-0.006404741595679
12,CERN,20211208,0.10184285714285715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CERN,True,0.0192463837413856
13,CHKP,20211208,0.6124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHKP,True,0.0001803611668713
14,CHTR,20211208,0.029920000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHTR,False,-0.0131109261939897
15,CMCSA,20211208,0.06082222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CMCSA,False,-0.0129084949719552
16,COST,20211208,0.19167199999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,COST,False,-0.0219734211846779
17,CSCO,20211208,0.1326076923076923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CSCO,False,-0.0182507117746722
