,stock,Date,avg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,index,prev_label,prev_rate
10,BBBY,20211213,0.29444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9403,0.26595,0.0,0.0,0.0,0.0,0,0,0,0,0,0,BBBY,False,-0.0649350467521222
11,BIDU,20211213,-0.0222888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5423,0.11315,-0.23815,0.0,0.0516,0.0,0.0,0.0,0.9345,0.6705,-0.4390333333333334,0,0,0,0,0,0,BIDU,False,-0.0320744167911667
12,BMRN,20211213,-0.2411,0.0,0.0,0.0,-0.2411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,BMRN,False,-0.0129579276950169
13,CERN,20211213,0.2688333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.128,0.0,0.0,0.9345,0.0,0.0,0,0,0,0,0,0,CERN,True,0.0314642497172446
14,CHKP,20211213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,CHKP,True,0.0130187364023166
15,CMCSA,20211213,0.32647000000000004,0.0,0.6786,0.0,0.0,0.0,0.0,0.4404,0.0,0.5106,0.0,0.0,0.0,0.0,0.296,0.0,0.9345,0.13486666666666666,0.0,0,0,0,0,0,0,CMCSA,False,-0.0152735122149438
16,COST,20211213,0.17048857142857146,0.0,0.4753,0.644,0.0,0.0,0.0,0.0,0.05183333333333332,0.0,0.15285,0.16437500000000002,0.0,0.1366,0.0,0.6597,0.26814444444444446,0.0,0.0772,0,0,0,0,0,0,COST,False,-0.0028632414733236
17,CSCO,20211213,0.17407777777777778,0.0,0.2023,0.0,0.296,-0.2732,0.0,0.0,0.0,0.10044166666666667,0.296,0.0,0.0,0.0,0.0,0.0,0.68745,0.2937666666666667,0.4215,0,0,0,0,0,0,CSCO,False,-0.0108016774624208
18,CSX,20211213,0.46725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9345,0.0,0.0,0,0,0,0,0,0,CSX,False,-0.0198694426669405
19,CTSH,20211213,-0.2553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5106,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,CTSH,False,-0.0020706232899492
20,DISCA,20211213,-0.0703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1406,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,DISCA,False,-0.0231859551009002
21,DLTR,20211213,-0.06624999999999999,0.0,0.0,-0.4215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4466,0.0,0.0,-0.6249,0.2023,0.0,0,0,0,0,0,0,DLTR,False,-0.0047332967467356
22,EA,20211213,0.48815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5777,0.0,0.68745,0.0,0.0,0,0,0,0,0,0,EA,True,0.0089939291539909
23,EBAY,20211213,0.12381111111111112,-0.009800000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15835,0.0,0.0,0.4466,0.5574,0.2233,0,0,0,0,0,0,EBAY,False,-0.0029899379588443
24,EXPE,20211213,0.2553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5106,0,0,0,0,0,0,EXPE,False,-0.0356393953699011
25,FAST,20211213,0.328675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1901,0.0,0.0,0.46725,0.0,0.0,0,0,0,0,0,0,FAST,False,-0.0001560395704924
26,FB,20211213,0.17295087719298247,0.0,0.0,0.0,0.3612,0.0,0.3027666666666667,0.06577777777777777,0.01826666666666667,0.063825,0.27756111111111115,0.16863913043478265,0.18589999999999998,0.008428571428571422,0.17940434782608694,0.16187500000000002,0.3650666666666667,0.016358823529411752,0.26922500000000005,0,0,0,0,0,0,FB,True,0.0143744965409401
27,FISV,20211213,0.68745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68745,0.0,0.0,0,0,0,0,0,0,FISV,True,0.0106599326300597
28,FOX,20211213,0.645075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6027,0.4404,0.0,0.9345,0.0,0.0,0,0,0,0,0,0,FOX,False,-0.0128505379625306
29,FOXA,20211213,0.68745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68745,0.0,0.0,0,0,0,0,0,0,FOXA,False,-0.0138511223726298
30,GILD,20211213,0.1409058823529412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13935,0.1591,0.4153,0.0,0.0,0.0,0.5684,0.2202,-0.22199999999999998,0,0,0,0,0,0,GILD,True,0.0051245638484208
31,GOOG,20211213,0.055097619047619055,0.0,0.0,0.0,0.0,0.0,0.6124,0.0,0.0,0.028642857142857144,0.0,-0.027150000000000007,0.0,0.0,0.38371666666666665,0.09545,0.089375,0.047525,-0.5859,0,0,0,0,0,0,GOOG,False,-0.0132537118242391
32,HSIC,20211213,0.35575999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35575999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,HSIC,False,-0.0068709915561515
33,ILMN,20211213,-0.7096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7096,0.0,0.0,0.0,0.0,0,0,0,0,0,0,ILMN,True,0.0134038761041049
34,INCT,20211213,-0.04193333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1258,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,INCT,True,0.0
35,INCY,20211213,0.2707333333333333,0.0,0.4215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4404,0.0,0.0,0.0,0.0,0.0,0.25416666666666665,0.0,0.0,0,0,0,0,0,0,INCY,True,0.036850091383579
36,INTU,20211213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,INTU,False,-0.0135851048113023
37,JD,20211213,0.21388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2263,0.0,0.0,0.0,0.0,0.0,0.64785,0.0,0.0,0,0,0,0,0,0,JD,False,-0.0208254428776954
38,KHC,20211213,0.37815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4159,0.0,0.0,0,0,0,0,0,0,KHC,True,0.0096631918480984
39,LRCX,20211213,0.062325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03824999999999998,0.0,0.7184,0.0,0.050575,0.0,0.0,0,0,0,0,0,0,LRCX,False,-0.0297326344498644
40,MAR,20211213,0.16754999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9345,0.0,-0.5994,0,0,0,0,0,0,MAR,False,-0.0443380697161851
41,MAT,20211213,0.14172857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0003666666666666633,0.6114,0.0,0.0,0.0,0.0,0.3818,0,0,0,0,0,0,MAT,False,-0.0517647238338694
42,MDLZ,20211213,0.3450375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4914,0.0,0.0,0.0,0.0,0.0,0.9345,0.0,0.4215,0,0,0,0,0,0,MDLZ,True,0.0146161238667649
43,MNST,20211213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,MNST,True,0.0025683497454057
44,MSFT,20211213,0.1580887323943662,0.140375,0.17538749999999997,0.06405714285714285,0.1467,0.2607,0.23837777777777777,0.20373333333333332,0.11760000000000001,0.17351818181818182,0.1171076923076923,-0.054877777777777775,0.053344444444444444,0.05380909090909092,0.17508333333333334,0.06272,0.33910000000000007,0.2451888888888889,0.462525,0,0,0,0,0,0,MSFT,False,-0.0091668551705127
45,MU,20211213,0.14816486486486488,0.69225,0.1953,0.18409999999999999,0.0,0.4404,0.0,0.836,-0.296,0.0,0.0252875,0.12765,-0.1785,0.0,0.0,0.0,0.6891333333333334,0.28915,-0.4022333333333334,0,0,0,0,0,0,MU,False,-0.0139116486868103
46,NCLH,20211213,0.19489,0.0,0.0,0.0,0.0,0.4404,0.1779,0.0,0.4404,0.0,0.1779,0.1759,0.4404,-0.296,0.10705,0.0,0.0,0.0,0.0,0,0,0,0,0,0,NCLH,False,-0.0441040261170385
47,NFLX,20211213,0.15234523809523812,0.2202,0.0,0.0,-0.0943,0.8316,0.54905,0.0,0.0,0.17517500000000003,0.09313333333333333,0.148,0.0,0.0,0.4192666666666667,-0.2192,0.2602142857142857,0.0,-0.5859,0,0,0,0,0,0,NFLX,False,-0.0116077165380573
48,NTAP,20211213,-0.06880000000000001,0.0,0.0,0.0,0.0,0.0,0.0,-0.3612,0.516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,NTAP,False,-0.0238468121439256
49,NTES,20211213,0.4973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5574,0.9345,0.0,0.0,0,0,0,0,0,0,NTES,True,0.0016531097276712
50,NVDA,20211213,0.15053850574712643,0.07227,0.0050571428571428555,0.0,0.31046666666666667,0.0,0.1953,0.16376,0.24107142857142858,0.236,0.22305714285714284,-0.0321625,0.15848666666666666,0.11527222222222222,-0.0027749999999999767,0.03747,0.3076285714285714,0.2058677419354839,0.20453333333333334,0,0,0,0,0,0,NVDA,False,-0.0674548807658923
51,NXPI,20211213,0.6442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3612,0.0,0.6369,0.0,0.9345,0.0,0.0,0,0,0,0,0,0,NXPI,False,-0.0206218020369263
52,ORLY,20211213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,ORLY,False,-0.0155487278565646
53,PAYX,20211213,0.296,0.0,0.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,PAYX,True,0.0012072557414801
54,PYPL,20211213,0.11298599999999999,-0.22343333333333334,0.0,0.0,0.5319,0.0,0.0,0.19496666666666665,0.0,0.5106,0.3612,-0.054542857142857136,0.22874,0.20272,0.09236000000000001,0.1681,0.29834,-0.37546666666666667,0.14396,0,0,0,0,0,0,PYPL,False,-0.0112990806115916
55,QCOM,20211213,0.2095689655172414,0.0,0.0,0.1101,0.0,0.0,0.0,0.35116,0.5852666666666667,0.2263,0.06475,0.31399999999999995,0.49732499999999996,0.5316,0.8779,-0.2997,0.41756666666666664,0.0796375,0.0673,0,0,0,0,0,0,QCOM,False,-0.0030454510752848
56,REGN,20211213,0.44473333333333337,0.0,0.453175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4404,0.0,0.0,0.4404,0.0,0.0,0.0,0.0,0.8306,0,0,0,0,0,0,REGN,False,-0.0139950932665877
57,SBUX,20211213,0.21013157894736842,0.073375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0178,0.0,0.30725,0.0,0.0,0.634325,0.4404,0.0,0,0,0,0,0,0,SBUX,False,-0.0100231796855366
58,SRCL,20211213,0.296,0.0,0.0,0.0,0.0,0.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,SRCL,False,-0.0025380324036272
59,STX,20211213,0.1611769230769231,0.0,0.0,0.0,0.21856666666666666,0.0516,0.0,0.0,0.4404,0.0,0.0,0.0,0.0,0.6739,0.0,0.0,0.0,0.0,0.068425,0,0,0,0,0,0,STX,False,-0.0214609111571686
60,SWKS,20211213,0.5413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,SWKS,False,-0.0182791808148708
61,TMUS,20211213,0.6724749999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.6597,0.0,0.0,0.6369,0.0,0.0,0.0,0.0,0.0,0.69665,0.0,0.0,0,0,0,0,0,0,TMUS,True,0.0020911867228721
62,TRIP,20211213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,TRIP,False,-0.0401059195498686
63,TSCO,20211213,0.296,0.0,0.0,0.296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,TSCO,False,-0.0049080018286321
64,TSLA,20211213,0.12980263157894736,0.10227599999999999,0.22757,0.18060555555555555,0.1592,0.12810666666666667,0.11722400000000001,0.1498318181818182,0.1277103448275862,0.0568075,0.07357441860465114,0.10654831460674156,0.10185934065934066,0.15996534653465347,0.1934833333333333,0.15825730337078653,0.18414366197183096,0.06766025641025643,0.1387875,0,0,0,0,0,0,TSLA,False,-0.0497724302077294
65,TXN,20211213,0.46725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9345,0.0,0.0,0,0,0,0,0,0,TXN,False,-0.0140816046267139
66,ULTA,20211213,0.4847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5106,0.0,0.0,0.0,0.4588,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,ULTA,False,-0.0376712732839392
67,VOD,20211213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,VOD,False,-0.009271545681188
68,WBA,20211213,0.14887999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.09505,0.0,0.0,0.0,0.0,0.9345,0.0,0.0,0,0,0,0,0,0,WBA,False,-0.0072727396030618
69,WDC,20211213,0.11315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,WDC,False,-0.0369794268039869
70,XLNX,20211213,0.09135999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9345,0.2023,-0.22666666666666668,0,0,0,0,0,0,XLNX,False,-0.0352702305076305
