,stock,Date,avg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,index,prev_label,prev_rate
18,CSX,20211214,0.10419999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CSX,False,-0.0024993101022743
19,DISCA,20211214,-0.05996666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DISCA,False,-0.0105494404887105
20,DISCK,20211214,0.12646666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DISCK,False,-0.0091407158712072
21,DISH,20211214,0.19826666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DISH,False,-0.0070878131534285
22,DLTR,20211214,0.17183749999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DLTR,False,-0.0116411082680798
23,EA,20211214,0.023493333333333345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EA,True,0.0006310785925153
24,EBAY,20211214,0.16677999999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EBAY,False,-0.0125956505703112
25,ENDP,20211214,0.28902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENDP,False,-0.0532151298836686
26,EXPE,20211214,0.21722000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,EXPE,False,-0.0170186676594041
27,FAST,20211214,0.4019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FAST,False,-0.0165392045430195
28,FB,20211214,0.2623172619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FB,False,-0.0022422195638036
29,FISV,20211214,0.47645000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FISV,False,-0.0005752954076809
30,FOX,20211214,-0.0037828571428571434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FOX,False,-0.0097632551421951
31,FOXA,20211214,0.03225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FOXA,False,-0.0090884554826106
32,GILD,20211214,0.2051074074074074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GILD,False,-0.0012746631710404
33,GOOG,20211214,-0.03182272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GOOG,False,-0.0118197378888874
34,HSIC,20211214,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HSIC,False,-0.0081160268843771
35,ILMN,20211214,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ILMN,True,0.0180218058278329
36,INCY,20211214,0.10352857142857144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INCY,True,0.0115027106235019
37,INTU,20211214,-0.022533333333333332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INTU,False,-0.0437539405343026
38,JD,20211214,0.14669166666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JD,False,-0.0051249392727589
39,KHC,20211214,0.11975714285714287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KHC,True,0.0087006740441821
40,LBTYK,20211214,0.4215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LBTYK,True,0.0136347021644744
41,LRCX,20211214,0.105375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LRCX,False,-0.0084090529173945
42,MAR,20211214,0.028175000000000006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAR,True,0.0021473311216957
43,MAT,20211214,0.6843533333333334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAT,True,0.0014888678517849
44,MDLZ,20211214,0.5267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MDLZ,True,0.0034826852474293
45,MNST,20211214,0.20396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MNST,True,0.0065716637926844
46,MSFT,20211214,0.10166047904191616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MSFT,False,-0.0325869114834663
47,MU,20211214,0.04672631578947367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MU,False,-0.0125666577091754
48,NCLH,20211214,0.4483888888888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NCLH,False,-0.0121418163257555
49,NFLX,20211214,-0.07491276595744681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NFLX,False,-0.0108674198603125
50,NTAP,20211214,-0.148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NTAP,False,-0.0040142917044971
51,NTES,20211214,-0.02846666666666664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NTES,False,-0.001553282776344
52,NVDA,20211214,0.22859658119658122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NVDA,True,0.0062498130647881
53,NXPI,20211214,0.5631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NXPI,False,-0.0081157304092009
54,ORLY,20211214,-0.04899999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ORLY,False,-0.0065499945666573
55,PAYX,20211214,0.16825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PAYX,False,-0.0158360224802192
56,PYPL,20211214,0.09757021276595744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PYPL,True,0.0022534507884007
57,QCOM,20211214,0.07500800000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QCOM,False,-0.0073096854851732
58,REGN,20211214,0.32346428571428565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REGN,True,0.0163901323773578
59,SBUX,20211214,0.14180000000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SBUX,False,-0.0073554732786326
60,SRCL,20211214,0.08825000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SRCL,True,0.0042408820485914
61,STX,20211214,0.05286315789473684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STX,True,0.0074744505699198
62,TMUS,20211214,0.32067500000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TMUS,True,0.0199982208472521
63,TRIP,20211214,0.4588222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRIP,False,-0.0090658826163409
64,TSCO,20211214,0.07352222222222221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TSCO,True,0.0044175620308769
65,TSLA,20211214,0.17702249103942655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TSLA,False,-0.0081745466193825
66,TXN,20211214,-0.03174444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TXN,False,-0.0153694945988199
67,ULTA,20211214,0.09866666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ULTA,True,0.0035024989611731
68,VOD,20211214,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VOD,True,0.0120321059302669
69,VRSK,20211214,0.2553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VRSK,False,-0.018083337754432
70,VRTX,20211214,0.3922666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VRTX,True,0.0052366640818724
71,WBA,20211214,0.1403909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WBA,True,0.003663009918834
72,WDC,20211214,-0.020433333333333303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WDC,False,-0.0017943383266189
73,XLNX,20211214,0.07588571428571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,XLNX,True,0.0013840840025743
