,stock,Date,avg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,index,prev_label,prev_rate
52,SBUX,20211202,0.30073333333333335,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4511,0.0,0,SBUX,True,0.0254002798989263
53,STX,20211202,0.08435,0.2779999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31703333333333333,0.168225,0.6347,-0.30060000000000003,-0.14864999999999998,0.331925,-0.3818,0,STX,True,0.0122303959673534
54,SWKS,20211202,0.29295,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.5859,0.0,0.0,0,SWKS,False,-0.0031297944092292
55,TMUS,20211202,-0.06743333333333333,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2023,0.0,0.0,0.0,0.0,0.0,0.0,0,TMUS,True,0.0341079399176608
56,TRIP,20211202,0.2244,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2244,0.0,0.0,0.2244,0.0,0.0,0.0,0,TRIP,True,0.0243513225121815
57,TSLA,20211202,0.0926539655172414,0.057100000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07475965909090908,-0.0313125,0.08814545454545454,0.053331250000000004,0.18092790697674418,0.03818928571428572,0.2141392156862745,0,TSLA,False,-0.0094977391909246
58,TXN,20211202,0.209,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.836,0.0,0,TXN,True,0.0094910689213326
59,ULTA,20211202,0.32871607142857145,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3142371428571429,0.32256666666666667,0.1953,0.8668,0.43628571428571433,0.0,0.0,0,ULTA,True,0.0368088915171076
60,VRTX,20211202,0.43095,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4404,0.0,0.0,0.4215,0.0,0.0,0.0,0,VRTX,False,-0.0026829417158917
61,WBA,20211202,0.296,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.296,0.0,0.0,0.0,0.0,0.0,0,WBA,True,0.0205854914467718
62,WDC,20211202,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,WDC,False,-0.0133402709888974
63,XLNX,20211202,0.022999999999999993,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.5859,0.0,-0.4939,0,XLNX,False,-0.0020078600101841
