,stock,Date,avg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,index,prev_label,prev_rate
44,MU,20211207,0.23879782608695652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MU,True,0.0409946028856046
45,NCLH,20211207,0.3467789473684211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NCLH,True,0.0044932675737697
46,NFLX,20211207,0.13136440677966102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NFLX,True,0.021038395594957
47,NTAP,20211207,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NTAP,True,0.0280045499565332
48,NVDA,20211207,0.1838700348432056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NVDA,True,0.0795685131171638
49,NXPI,20211207,0.023949999999999985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NXPI,True,0.0651863527588759
50,ORLY,20211207,0.050575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ORLY,True,0.0171748869530488
51,PAYX,20211207,0.3182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PAYX,True,0.009841687404566
52,PYPL,20211207,0.1619622807017544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PYPL,True,0.0333225340353289
53,QCOM,20211207,0.19476451612903226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QCOM,True,0.0471359613354715
54,REGN,20211207,0.27686666666666665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REGN,True,0.01614404296875
55,ROST,20211207,0.0439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ROST,True,0.0037273532819294
56,SBAC,20211207,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SBAC,True,0.0342084200851171
57,SBUX,20211207,0.16147173913043478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SBUX,True,0.0255822292719191
58,STX,20211207,0.16092537313432836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STX,True,0.0475914709862047
59,SWKS,20211207,0.148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SWKS,True,0.0321480725241983
60,TMUS,20211207,0.15261764705882352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TMUS,True,0.0131454147588506
61,TRIP,20211207,0.2202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRIP,False,-0.0025974619736974
62,TSCO,20211207,0.18951249999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TSCO,True,0.0258506526442697
63,TSLA,20211207,0.14521475256769376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TSLA,True,0.0423583411668063
64,TXN,20211207,0.10526249999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TXN,True,0.0227120813682902
65,ULTA,20211207,0.41951666666666676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ULTA,True,0.0453310694102389
66,VRTX,20211207,0.26720000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VRTX,True,0.0007802773042736
67,WBA,20211207,0.21799999999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WBA,False,-0.0014492690668721
68,WDC,20211207,0.1468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WDC,True,0.0369785619500871
69,XLNX,20211207,0.09989999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,XLNX,True,0.0487324573263707
