,stock,Date,avg,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,index,prev_label,prev_rate
34,INCT,20211203,0.100475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INCT,False,-0.3333333818397151
35,INCY,20211203,0.1661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INCY,False,-0.0127569939840796
36,INTU,20211203,0.30184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,INTU,False,-0.0359459223353693
37,JD,20211203,0.04895483870967742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,JD,False,-0.0770779328297113
38,KHC,20211203,0.37823333333333337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KHC,True,0.0117293049518327
39,LBTYA,20211203,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LBTYA,True,0.0055329994523496
40,LRCX,20211203,0.10908750000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LRCX,False,-7.565731443844189e-05
41,MAR,20211203,0.056575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAR,False,-0.0075436701064237
42,MAT,20211203,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MAT,False,-0.0241635895307833
43,MDLZ,20211203,0.10115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MDLZ,True,0.0134544105176324
44,MNST,20211203,-0.21817999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MNST,True,0.0089199357755059
45,MSFT,20211203,0.17351676300578034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MSFT,False,-0.0196666990221481
46,MU,20211203,-0.016738235294117627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MU,False,-0.0152026369279829
47,NCLH,20211203,0.19804864864864866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NCLH,False,-0.04540704273556
48,NFLX,20211203,0.025155737704918024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NFLX,False,-0.0232614182390049
49,NTAP,20211203,0.2896666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NTAP,False,-0.0014415308602578
50,NTES,20211203,-0.2059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NTES,False,-0.0690425056728846
51,NVDA,20211203,0.17186779026217228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NVDA,False,-0.0446056672297874
52,NXPI,20211203,0.328175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NXPI,True,0.019709960372911
53,ORLY,20211203,0.4019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ORLY,True,0.0027839311748852
54,PAYX,20211203,0.2553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PAYX,False,-0.0070451592488274
55,PYPL,20211203,0.1561625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PYPL,False,-0.0172054572573705
56,QCOM,20211203,0.028955555555555557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QCOM,False,-0.0029373794048839
57,REGN,20211203,0.07553750000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,REGN,True,0.0018296106380619
58,ROST,20211203,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ROST,False,-0.0033465550412246
59,SBUX,20211203,0.3833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SBUX,False,-0.0016155116508155
60,STX,20211203,0.15944444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,STX,True,0.0028541818096827
61,SWKS,20211203,0.2263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SWKS,False,-0.0019371629395094
62,TMUS,20211203,0.18829999999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TMUS,True,0.0218375862575773
63,TRIP,20211203,0.2952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRIP,False,-0.035463751084312
64,TSCO,20211203,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TSCO,True,0.0013617958519418
65,TSLA,20211203,0.12605299860529987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TSLA,False,-0.0641987889085061
66,TXN,20211203,0.3062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TXN,False,-0.0010331488085051
67,ULTA,20211203,0.38438666666666677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ULTA,False,-0.0125899721233977
68,VRTX,20211203,0.055900000000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,VRTX,False,-0.0031303467801491
69,WBA,20211203,-0.19376470588235298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WBA,True,0.0428059142342841
70,WDC,20211203,0.2321333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WDC,True,0.0100087741385097
71,XLNX,20211203,-0.33899999999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,XLNX,False,-0.007498854195396
