,index,Date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,avg,prev_label,prev_rate,label
0,AAL,2016-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0891,-0.056575,0.5003,0.0,0.033716666666666666,0.2023,0.29600000000000004,0.0,0.07396,0.0,0.0,0.0,0.08005013888888889,False,-0.011398706608385581,True
1,AAL,2016-03-14,0.0,0.0,0.0772,0.0,0.0,0.0,0.0,0.0,0.14800000000000002,0.2294,0.0,0.1887,0.0,0.0,0.8091,0.502975,0.2023,0.4785200000000001,0.0,0.0,0.0,0.0,0.1468,0.09877999999999999,0.1921183333333333,True,0.0066177917799272274,False
2,AAL,2016-03-15,0.0,0.0,0.0,-0.4019,0.0,0.0,0.09866666666666668,-0.064,-0.34035000000000004,-0.02285999999999999,0.23680000000000004,-0.033486666666666665,0.32926666666666665,0.37724,0.3254,0.29600000000000004,-0.135925,0.3389,0.0,0.5297000000000001,0.0,0.0,0.0,0.0,0.07302150793650794,False,-0.00449169338382682,True
3,AAL,2016-03-16,0.0,0.0,0.3658666666666666,0.5488,0.0,0.29600000000000004,0.29600000000000004,0.0,0.0,0.05923750000000001,0.0,0.0,0.14800000000000002,0.0,0.1627,0.0,0.26866666666666666,0.53125,0.29600000000000004,0.0,0.112775,0.0,0.0,0.0,0.23733044871794876,True,0.011958861123582958,False
4,AAL,2016-03-17,0.0,0.0,0.0,0.0,0.6037,0.09866666666666668,0.0,0.0,0.03415,0.0,0.0,0.0,0.24988,0.15642000000000006,0.0,0.014900000000000024,0.10845999999999999,0.3715,-0.20095,0.0,-0.4019,0.29600000000000004,0.33525,0.0,0.0980045098039216,False,-0.004963433995596373,True
5,AAL,2016-03-28,0.3241,0.2799333333333333,0.06743333333333333,0.0,0.04046,0.06743333333333333,-0.1909,0.0,0.19857500000000006,0.06743333333333333,0.0,0.0242,-0.38635,0.19910000000000005,-0.2294,0.31315000000000004,0.07747142857142858,0.0,0.0,0.24695,0.0762,0.3814,0.0,0.0,0.07078135281385282,False,-0.0021951256728753813,True
6,AAL,2016-03-29,0.0,0.0086,0.05345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0386,-0.029600000000000005,0.04046,0.0,0.151725,0.42435,0.1694,0.21273333333333336,0.0,0.199575,0.12726666666666667,0.0,0.9029,0.07126666666666666,0.13170703703703704,True,0.011002369962198123,False
7,AAL,2016-03-30,0.0,0.0,0.0,0.0,0.45145,0.0,0.0,0.07400000000000001,0.20928333333333332,0.0,-0.042666666666666665,0.0393,0.0,-0.008150000000000004,-0.29600000000000004,0.29600000000000004,0.6808,0.0,0.0,0.0,0.0,0.1779,0.0,0.0,0.1054611111111111,False,-0.008862249865503538,False
8,AAL,2016-03-31,0.0,0.0,0.0,0.0,0.0,0.2545333333333333,0.0,0.0,0.0,0.0,0.09106666666666667,0.00567142857142857,0.03733333333333335,0.6369,0.3818,0.46645,0.2553,0.0683,0.0,0.21606666666666666,0.05135,0.2294,0.0,0.0,0.16838571428571428,False,-0.011807269360645708,False
9,AAL,2016-04-04,0.0,0.6808,0.2553,0.0,0.0,0.0,0.07450909090909091,0.10626666666666668,0.1764375,0.1868,0.04046,0.08092,-0.015309999999999999,-0.3702625,0.027963636363636357,-0.059025,0.0,-0.013149999999999995,-0.1774,0.0,0.4024666666666667,0.0,-0.2193,-0.0779142857142857,0.05236008451865597,False,-0.011052560317203244,False
