,stock,Date,Hour,compound
0,TSLA,20211212.0,0.0,0.8779
1,AAPL,20211212.0,0.0,0.8779
2,MSFT,20211212.0,0.0,0.8779
3,TSLA,20211212.0,0.0,0.7574
4,NVDA,20211212.0,0.0,0.4215
5,TSLA,20211212.0,0.0,-0.1027
6,TSLA,20211212.0,0.0,0.4215
7,MDLZ,20211212.0,0.0,0.0
8,TSLA,20211212.0,0.0,0.0
9,TSLA,20211212.0,0.0,0.7574
10,TSLA,20211212.0,0.0,0.5719
11,BBBY,20211212.0,0.0,0.4404
12,TSLA,20211212.0,0.0,0.0
13,AAPL,20211212.0,0.0,0.1779
14,MSFT,20211212.0,0.0,0.1779
15,TSLA,20211212.0,0.0,0.4404
16,TSLA,20211212.0,0.0,0.469
17,TSLA,20211212.0,0.0,0.4404
18,BBBY,20211212.0,0.0,0.296
19,TSLA,20211212.0,0.0,-0.7845
20,AAPL,20211212.0,0.0,-0.8225
21,AAPL,20211212.0,0.0,-0.8225
22,TSLA,20211212.0,0.0,0.34
23,MSFT,20211212.0,0.0,0.0
24,NVDA,,,0.0
25,TSLA,20211212.0,0.0,0.34
26,TSLA,20211212.0,0.0,0.34
27,TSLA,20211212.0,0.0,0.34
28,TXN,20211212.0,1.0,0.34
29,LRCX,20211212.0,1.0,0.0
30,AAPL,20211212.0,1.0,0.4576
31,NVDA,20211212.0,1.0,0.4576
32,MSFT,20211212.0,1.0,0.0
33,FB,20211212.0,1.0,0.0
34,AAPL,20211212.0,1.0,0.8779
35,MSFT,20211212.0,1.0,0.8779
36,TSLA,20211212.0,1.0,0.8779
37,AAPL,20211212.0,1.0,0.1779
38,MSFT,20211212.0,1.0,0.1779
39,TSLA,20211212.0,1.0,0.0
40,AAPL,20211212.0,1.0,0.5319
41,TSLA,20211212.0,1.0,0.5319
42,AAPL,20211212.0,1.0,0.4404
43,TSLA,20211212.0,1.0,0.4215
44,FB,20211212.0,1.0,-0.3404
45,XLNX,20211212.0,1.0,0.6124
46,ATVI,20211212.0,1.0,0.0
47,TSLA,20211212.0,1.0,0.2263
48,TSLA,20211212.0,1.0,0.0
49,MAT,20211212.0,1.0,0.0
50,MAT,20211212.0,1.0,0.0
51,AAPL,20211212.0,1.0,-0.8225
52,SBUX,20211212.0,1.0,0.0
53,JD,20211212.0,1.0,0.6124
54,QCOM,20211212.0,1.0,0.6124
55,MSFT,,,0.0
56,TXN,20211212.0,1.0,0.6124
57,FB,20211212.0,1.0,0.3612
58,MSFT,20211212.0,1.0,0.8687
59,INTU,20211212.0,2.0,0.296
60,AAPL,20211212.0,2.0,0.8779
61,MSFT,20211212.0,2.0,0.8779
62,TSLA,20211212.0,2.0,0.8779
63,STX,20211212.0,2.0,0.0
64,INTU,20211212.0,2.0,0.6124
65,TSLA,20211212.0,2.0,0.0
66,TSLA,20211212.0,2.0,0.0
67,AAPL,20211212.0,2.0,0.0772
68,TSLA,20211212.0,2.0,0.4019
69,TSLA,20211212.0,2.0,0.0
70,TSLA,20211212.0,2.0,0.34
71,TSLA,20211212.0,2.0,0.0
72,INTU,20211212.0,2.0,0.3818
73,AAPL,20211212.0,2.0,0.4939
74,SBUX,20211212.0,2.0,0.4754
75,LRCX,20211212.0,2.0,0.4754
76,FAST,20211212.0,2.0,0.4754
77,TSLA,20211212.0,2.0,0.7482
78,TSLA,20211212.0,2.0,-0.1027
79,AAPL,20211212.0,2.0,0.0
80,FB,20211212.0,2.0,0.0
81,AAPL,20211212.0,2.0,0.0
82,TSLA,20211212.0,2.0,-0.1725
83,AAPL,20211212.0,2.0,-0.3412
84,TSLA,20211212.0,2.0,-0.1531
85,TSLA,20211212.0,2.0,0.34
86,AAPL,20211212.0,2.0,-0.8225
87,AAPL,20211212.0,2.0,-0.8225
88,AAPL,,,0.0
89,FB,20211212.0,2.0,0.0
90,TSLA,20211212.0,2.0,0.0
91,AAPL,20211212.0,2.0,-0.1513
92,AAPL,20211212.0,2.0,-0.1513
93,TSLA,20211212.0,2.0,0.34
94,AAPL,20211212.0,2.0,0.0
95,NVDA,20211212.0,2.0,0.0
96,AAPL,20211212.0,2.0,0.0
97,MU,20211212.0,2.0,-0.4215
98,TSLA,20211212.0,2.0,0.0
99,TSLA,20211212.0,3.0,0.0
100,AAPL,20211212.0,3.0,0.4576
101,NVDA,20211212.0,3.0,0.4576
102,AAPL,20211212.0,3.0,0.8779
103,MSFT,20211212.0,3.0,0.8779
104,TSLA,20211212.0,3.0,0.8779
105,STX,20211212.0,3.0,0.0
106,TSLA,20211212.0,3.0,-0.1531
107,AMAT,20211212.0,3.0,0.5267
108,AMAT,20211212.0,3.0,0.5267
109,BIDU,20211212.0,3.0,0.7506
110,TSLA,20211212.0,3.0,0.0
111,TSLA,20211212.0,3.0,0.0
112,AAPL,20211212.0,3.0,-0.2732
113,TSLA,20211212.0,3.0,0.0
114,TSLA,20211212.0,3.0,0.3612
115,TSLA,20211212.0,3.0,0.3612
116,MSFT,20211212.0,3.0,0.0
117,TSLA,20211212.0,3.0,0.4215
118,FB,20211212.0,3.0,0.5106
119,TSLA,20211212.0,3.0,0.6369
120,AAPL,20211212.0,3.0,0.4404
121,CSCO,20211212.0,3.0,0.0
122,AAPL,20211212.0,3.0,-0.8225
123,ATVI,20211212.0,3.0,0.1779
124,EA,20211212.0,3.0,0.1779
125,AAPL,20211212.0,3.0,-0.8225
126,TSLA,20211212.0,3.0,0.34
127,AAPL,20211212.0,4.0,0.8779
128,MSFT,20211212.0,4.0,0.8779
129,TSLA,20211212.0,4.0,0.8779
130,AAPL,20211212.0,4.0,0.0
131,TSLA,20211212.0,4.0,0.4939
