,stock,Date,Hour,compound
0,NVDA,20211210.0,0.0,0.8074
1,TSLA,20211210.0,0.0,0.6408
2,TSLA,20211210.0,0.0,0.5267
3,TSLA,20211210.0,0.0,0.5267
4,TSLA,20211210.0,0.0,0.5267
5,TSLA,20211210.0,0.0,0.8779
6,AAPL,20211210.0,0.0,0.8779
7,AAPL,20211210.0,0.0,0.0
8,AMAT,20211210.0,0.0,0.0
9,FB,20211210.0,0.0,0.0
10,TSLA,20211210.0,0.0,0.0
11,AAPL,20211210.0,0.0,0.0
12,SBUX,20211210.0,0.0,0.0
13,TSLA,20211210.0,0.0,-0.521
14,NVDA,20211210.0,0.0,0.6786
15,TSLA,20211210.0,0.0,-0.2023
16,TSLA,20211210.0,0.0,0.0
17,TSLA,20211210.0,0.0,0.0
18,TSLA,20211210.0,0.0,-0.1531
19,TSLA,20211210.0,0.0,0.0
20,TSLA,20211210.0,0.0,0.2732
21,TSLA,20211210.0,0.0,0.0
22,TSLA,20211210.0,0.0,0.0
23,TSLA,20211210.0,0.0,0.2263
24,PYPL,20211210.0,0.0,0.6786
25,TSLA,20211210.0,0.0,0.296
26,TSLA,20211210.0,0.0,0.0
27,STX,20211210.0,0.0,0.0
28,PYPL,20211210.0,0.0,0.3612
29,AAPL,20211210.0,0.0,0.0
30,FB,20211210.0,0.0,0.0
31,TSLA,20211210.0,0.0,0.0
32,PYPL,20211210.0,0.0,0.0
33,TSLA,20211210.0,0.0,0.7783
34,TSLA,20211210.0,0.0,-0.8106
35,TSLA,20211210.0,0.0,0.0
36,TSLA,20211210.0,0.0,-0.5423
37,TSLA,20211210.0,0.0,0.0
38,TSLA,20211210.0,0.0,0.0772
39,TSLA,20211210.0,0.0,0.0
40,COST,20211210.0,0.0,0.0
41,FB,20211210.0,0.0,-0.5994
42,AAPL,20211210.0,0.0,-0.4753
43,TSLA,20211210.0,0.0,0.4215
44,EBAY,20211210.0,0.0,0.3612
45,FB,20211210.0,0.0,0.0
46,PYPL,20211210.0,0.0,0.0
47,GOOG,20211210.0,0.0,0.0
48,TSLA,20211210.0,0.0,-0.6124
49,TSLA,20211210.0,0.0,0.0
50,AVGO,20211210.0,0.0,0.0
51,STX,20211210.0,0.0,0.0
52,TSLA,20211210.0,0.0,0.0
53,MSFT,20211210.0,0.0,0.6786
54,TSLA,20211210.0,0.0,0.3818
55,COST,20211210.0,0.0,0.0
56,PYPL,20211210.0,0.0,0.3612
57,TSLA,20211210.0,0.0,0.0772
58,TSLA,20211210.0,0.0,0.891
59,NVDA,20211210.0,0.0,-0.4588
60,TSLA,20211210.0,0.0,0.0
61,AVGO,20211210.0,0.0,0.0
62,TSLA,20211210.0,0.0,0.0
63,PYPL,20211210.0,0.0,0.4404
64,TSLA,20211210.0,0.0,0.0
65,TSLA,20211210.0,0.0,0.4019
66,TSLA,20211210.0,0.0,0.0
67,TSLA,20211210.0,0.0,0.296
68,TSLA,20211210.0,0.0,0.0
69,TSLA,20211210.0,0.0,0.2263
70,TSLA,20211210.0,0.0,0.3612
71,TSLA,20211210.0,0.0,0.0
72,TSLA,20211210.0,0.0,0.4215
73,NFLX,20211210.0,0.0,0.296
74,TSLA,20211210.0,0.0,0.4019
75,COST,20211210.0,0.0,0.4404
76,COST,20211210.0,0.0,0.0
77,TSLA,20211210.0,0.0,-0.2083
78,NCLH,20211210.0,0.0,-0.6523
79,TSLA,20211210.0,0.0,0.8402
80,TSLA,20211210.0,0.0,0.34
81,AAPL,20211210.0,0.0,0.4466
82,TSLA,20211210.0,0.0,0.2023
83,TSLA,20211210.0,0.0,-0.2732
84,TSLA,20211210.0,0.0,-0.4019
85,AAPL,20211210.0,0.0,-0.8225
86,TSLA,20211210.0,0.0,0.0
87,TSLA,20211210.0,0.0,-0.5423
88,TSLA,20211210.0,0.0,0.296
89,TSLA,20211210.0,0.0,0.6037
