,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,index,prev_label,prev_rate,Adj Close
0,20211123,110.02999877929688,111.93000030517578,109.27999877929688,111.80000305175781,1242800.0,0.0,0.0,AKAM,True,0.011124205121899537,
1,20211123,25.75,26.15999984741211,25.170000076293945,25.600000381469727,6240500.0,0.0,0.0,DISCA,False,-0.004278440564759199,
2,20211123,157.3800048828125,158.4499969482422,156.13999938964844,157.44000244140625,1926300.0,0.0,0.0,MAR,True,0.00658524873845006,
3,20211123,227.44000244140625,229.9199981689453,225.55999755859375,229.32000732421875,798300.0,0.0,0.0,VRSK,True,0.003456913968151843,
4,20211123,125.75,129.2100067138672,125.58999633789062,128.41000366210938,3765400.0,0.0,0.0,EA,True,0.01686731789200576,
5,20211123,23.549999237060547,24.739999771118164,21.530000686645508,22.270000457763672,7681900.0,0.0,0.0,BBBY,False,-0.07246979402462077,
6,20211123,156.11000061035156,158.3800048828125,154.02000427246094,156.8000030517578,1952200.0,0.0,0.0,SWKS,True,0.0017249362714276662,
7,20211123,639.1900024414062,653.3599853515625,636.5900268554688,651.3099975585938,286000.0,0.0,0.0,ORLY,True,0.017401651039300494,
8,20211123,110.58999633789062,115.80000305175781,110.30000305175781,115.43000030517578,2724600.0,0.0,0.0,ROST,True,0.03831971041104573,
9,20211123,113.48999786376953,116.05000305175781,112.87000274658203,115.45999908447266,4483000.0,0.0,0.0,TMUS,True,0.014141419691960092,
10,20211123,73.3499984741211,74.0999984741211,73.0,73.93000030517578,2166400.0,0.0,0.0,CERN,True,0.006672083979851085,
11,20211123,60.119998931884766,60.810001373291016,59.93000030517578,60.58000183105469,301000.0,0.0,0.0,SRCL,True,0.005477208814185685,
12,20211123,308.9800109863281,310.70001220703125,297.7300109863281,304.0,2303400.0,0.0,0.0,ADSK,False,-0.020870944205852497,
13,20211123,147.89999389648438,151.6199951171875,147.75999450683594,150.49000549316406,3374600.0,0.0,0.0,BIDU,True,0.018131438866358977,
14,20211123,112.0199966430664,112.44000244140625,110.44999694824219,111.56999969482422,1688900.0,0.0,0.0,CHKP,False,-0.01020228454067553,
15,20211123,0.00019999999494757503,0.0003000000142492354,0.00019999999494757503,0.00019999999494757503,70988691.0,0.0,0.0,INCT,True,0.0,
16,20211123,667.469970703125,679.3200073242188,666.9000244140625,674.739990234375,1190100.0,0.0,0.0,CHTR,True,0.009606151005205139,
17,20211123,338.92999267578125,341.3999938964844,333.5,337.25,17225000.0,0.0,0.0,FB,False,-0.01102609793832516,
18,20211123,73.02321098197672,73.19277541733643,70.8587493496448,71.46719360351562,10521500.0,0.0,0.0,EBAY,False,-0.026097577509023365,
19,20211123,229.25999450683594,229.36000061035156,221.99000549316406,225.3000030517578,689800.0,0.0,0.0,TSCO,False,-0.016114251071610224,
20,20211123,235.6199951171875,236.52999877929688,234.08999633789062,236.13999938964844,1456800.0,0.0,0.0,ADP,False,-0.0028714125223353562,
21,20211123,652.75,672.1400146484375,648.7999877929688,670.6300048828125,2112500.0,0.0,0.0,INTU,True,0.013602768818796351,
22,20211123,537.9600219726562,545.8200073242188,533.77001953125,545.260009765625,2147000.0,0.0,0.0,COST,True,0.010395599180512725,
23,20211123,90.11000061035156,90.51000213623047,87.08999633789062,88.62000274658203,2827000.0,0.0,0.0,MNST,False,-0.01631694584374552,
24,20211123,221.41000366210938,224.08999633789062,215.57000732421875,219.1199951171875,2070000.0,0.0,0.0,NXPI,False,-0.012394645785913965,
25,20211123,86.63999938964844,87.22000122070312,85.5,86.76000213623047,1341500.0,0.0,0.0,NTAP,True,0.006613292477996115,
26,20211123,47.470001220703125,47.900001525878906,46.5,47.38999938964844,7307300.0,0.0,0.0,WBA,True,0.001479283501176252,
27,20211123,1167.510009765625,1180.5,1062.699951171875,1109.030029296875,36171700.0,0.0,0.0,TSLA,False,-0.0413529316364251,
28,20211123,658.1799926757812,666.4299926757812,646.0499877929688,654.0599975585938,2320200.0,0.0,0.0,NFLX,False,-0.007797352174233887,
29,20211123,94.98999786376953,96.52999877929688,92.05999755859375,96.11000061035156,6470100.0,0.0,0.0,FISV,True,0.0041793075927821196,
30,20211123,113.78702686358675,115.26400622415265,110.72329990313337,111.3320541381836,3043200.0,0.0,0.0,NTES,False,-0.015009770917529352,
31,20211123,315.3113851193515,323.56037474004853,308.7621689909785,317.4211120605469,53216300.0,0.0,0.0,NVDA,False,-0.0065715955782488355,
32,20211123,33.81999969482422,34.119998931884766,33.08000183105469,33.130001068115234,2058300.0,0.0,0.0,DISH,False,-0.013400855818992056,
